ID, X Coordinate, Z Coordinate, Speed
14, -6490.471, -6837.393, 8
14, -6423.963, -7193.271, 9
14, -6820.963, -7189.988, 10
14, -6553.548, -7343.198, 9
14, -6642.232, -7307.734, 9
15, 21492.07, -28166.85, 6
15, 21267.06, -28355.62, 8
15, 20941.05, -28180.73, 6
15, 20714.97, -27988.69, 6
15, 21084.98, -27595.23, 8
15, 20961.66, -27865.03, 8
15, 21019.45, -28251.96, 6
15, 20653.2, -28138.1, 9
15, 20900.93, -28450.15, 9
15, 20885.34, -28191.63, 7
16, -29542.62, -27975.33, 9
16, -29231.13, -28004.73, 6
16, -29071.54, -28229.36, 10
16, -28965.84, -27964.81, 6
16, -28581.22, -28114.35, 6
16, -28935.13, -27864.21, 7
16, -28684.69, -28052.03, 10
16, -28491.12, -28281.67, 6
16, -28828.71, -28438.93, 6
16, -28586.51, -28446.87, 7
17, -29911.1, 24663.64, 7
17, -29780.15, 24555.15, 6
17, -29719.22, 24816.01, 7
17, -29882.06, 24979.39, 9
17, -30048.81, 24824.22, 10
17, -30053.11, 25090.27, 7
17, -29742.14, 24915.32, 8
17, -30055.52, 24674.23, 10
17, -29807.14, 24555.18, 8
17, -29705.4, 24260.99, 10
18, 19951.96, 16623.74, 6
18, 20083.28, 16420.54, 9
18, 20213.6, 16690.48, 9
18, 20091.23, 16421.06, 7
18, 19955.61, 16755.97, 9
18, 19668.04, 16766.94, 6
18, 19690.55, 17043.36, 7
18, 19785.14, 17424.79, 10
18, 20164.26, 17530.52, 8
18, 20489.75, 17444.26, 7
19, -23648.12, -4968.526, 6
19, -24024.18, -4780.035, 9
19, -23674.3, -4916.569, 9
19, -23817.67, -4734.481, 6
19, -23998.39, -5025.952, 7
19, -23943.24, -5259.408, 6
19, -23601.55, -5271.936, 9
19, -23590.73, -5465.594, 9
19, -23988.1, -5258.289, 10
19, -24328.76, -5491.063, 9
20, -13101.92, -9201.228, 8
20, -12739.75, -9514.406, 7
20, -12428.28, -9771.301, 6
20, -12427.16, -10052.76, 6
20, -12598.1, -10353.49, 6
20, -12816.84, -10664.23, 6
20, -13166.44, -10297.57, 8
20, -13319.92, -9994.057, 8
20, -13462.51, -9959.515, 10
20, -13684.96, -10196.54, 9
21, 22602.4, 5827.064, 9
21, 22221.25, 6104.042, 8
21, 22293.18, 6450.176, 8
21, 22221.76, 6489.608, 6
21, 22272.01, 6715.886, 6
21, 21890.5, 6605.029, 7
21, 21604.43, 6641.279, 9
21, 21498.55, 6913.732, 8
21, 21692.87, 6747.951, 8
21, 21891.2, 7038.556, 9
22, -4757.101, 19216.84, 10
22, -4552.158, 19396.69, 8
22, -4203.073, 19463.85, 6
22, -4231.621, 19147.29, 6
22, -4187.732, 19359.5, 6
22, -4512.031, 19491.27, 9
22, -4352.737, 19302.58, 8
22, -4548.478, 19121.73, 6
22, -4544.18, 19332.18, 8
22, -4401.256, 19104.17, 6
23, -4106, 164.4277, 7
23, -4130.332, 118.2283, 10
23, -4395.96, 357.957, 10
23, -4220.771, 484.29, 8
23, -4176.958, 297.4976, 7
23, -4227.519, 480.876, 9
23, -4283.697, 142.5916, 10
23, -4267.359, -216.4297, 9
23, -4410.124, -426.2084, 9
23, -4608, -742.3897, 8
24, -13850.48, -21912.53, 7
24, -14119.39, -22104.9, 6
24, -14472.42, -22409.26, 7
24, -14818.31, -22231.68, 10
24, -14822.85, -22392, 6
24, -14972.21, -22475.9, 9
24, -14799.11, -22206.49, 6
24, -14487.39, -22441.07, 6
24, -14493.51, -22096.09, 8
24, -14717.23, -22315.52, 7
25, 22199.15, -30734.24, 6
25, 22001.54, -31127.14, 10
25, 22372.82, -31177.88, 9
25, 22312.81, -31031.21, 7
25, 22089.65, -30849.92, 9
25, 22018.27, -30706.71, 10
25, 22221.56, -30930.52, 6
25, 22584.74, -31160.93, 7
25, 22793.53, -31111.91, 10
25, 22866.49, -30985.1, 10
26, 11930.44, 22704.53, 10
26, 11685.25, 22766.84, 6
26, 11759.65, 22533.67, 10
26, 11777.83, 22339.79, 6
26, 11770.17, 21998.81, 6
26, 11674.96, 22102.97, 10
26, 11694.08, 22110.27, 9
26, 11406.2, 22270.66, 10
26, 11107.6, 22474.21, 7
26, 11299.98, 22624.44, 7
27, -27904.54, -13242.69, 10
27, -27952.35, -13206.81, 8
27, -28066.24, -13140.72, 10
27, -28204.64, -13356.54, 9
27, -28118.19, -13320.4, 6
27, -28329.72, -13108.27, 8
27, -28565.59, -13505.98, 10
27, -28632.02, -13549.6, 9
27, -28415.83, -13804.49, 10
27, -28023.87, -13685.51, 10
28, -10565.43, -13414.36, 8
28, -10676.78, -13458.56, 7
28, -10390.62, -13367.58, 6
28, -10442.21, -13598.32, 8
28, -10655.86, -13434.82, 9
28, -10972.14, -13515.28, 10
28, -11299.42, -13525.54, 7
28, -11449.9, -13257.02, 9
28, -11145.13, -13589.59, 10
28, -10818.9, -13679.84, 7
29, -376.8008, -12136.96, 9
29, -59.32892, -12164.17, 8
29, -284.3817, -12440.89, 7
29, -4.39679, -12400.93, 8
29, -139.9276, -12382.8, 6
29, 59.38393, -12593.41, 10
29, 451.5034, -12931.66, 10
29, 246.4742, -12852.35, 8
29, 239.7433, -12769.47, 10
29, 271.5739, -12461.05, 7
30, -9791.265, -2773.223, 6
30, -10102.7, -2984.95, 7
30, -10312.92, -3133.733, 6
30, -10153.57, -3451.047, 7
30, -10022.59, -3733.505, 10
30, -10114.13, -3798.081, 8
30, -10317.37, -4163.894, 6
30, -10424.05, -3800.053, 6
30, -10218.79, -3820.685, 7
30, -10402.18, -3649.572, 10
31, -9825.781, 13203.06, 7
31, -9600.958, 13045.48, 9
31, -9458.12, 12913.79, 6
31, -9246.525, 12542.88, 9
31, -9201.76, 12730.41, 6
31, -9015.734, 12797.52, 7
31, -8880.845, 12509.42, 6
31, -8615.785, 12882.69, 6
31, -8778.567, 12611.51, 7
31, -8435.024, 12596.21, 7
32, 4285.432, 25518.21, 9
32, 4573.152, 25311.34, 6
32, 4295.592, 25684.69, 8
32, 4226.655, 25509.63, 10
32, 3847.971, 25624.32, 7
32, 3453.838, 25453.21, 6
32, 3493.529, 25747.94, 9
32, 3432.673, 25457.78, 9
32, 3414.726, 25335.5, 7
32, 3206.224, 25417.47, 7
33, -21466.49, -837.791, 10
33, -21139.06, -750.7073, 9
33, -21097.96, -1064.553, 7
33, -21176.05, -1262.932, 10
33, -21296.39, -1531.813, 7
33, -21332.29, -1711.472, 10
33, -21135.34, -1657.437, 8
33, -20775.01, -2025.71, 10
33, -20725.74, -2055.957, 8
33, -20956.44, -2429.577, 9
34, -10935.36, 20588.75, 8
34, -11067.65, 20207.87, 7
34, -11409.11, 20110.24, 8
34, -11177.31, 19747.26, 6
34, -11402.34, 19397.29, 10
34, -11775.07, 19005.61, 9
34, -11548.2, 18990.1, 8
34, -11809.24, 19370.53, 7
34, -11553, 19475.56, 6
34, -11923.62, 19269.49, 9
35, -24981.19, -4283.271, 7
35, -24893.44, -3986.249, 6
35, -25006.92, -3906.392, 6
35, -24907.21, -4189.923, 8
35, -24568.89, -4306.56, 7
35, -24612.16, -4507.03, 7
35, -24978.03, -4822.215, 8
35, -24909.92, -4807.124, 10
35, -25207.82, -4507.32, 9
35, -25051.85, -4578.819, 6
36, 5665.476, -5773.118, 10
36, 5307.163, -5796.188, 6
36, 4937.67, -5467.581, 8
36, 4548.747, -5535.964, 6
36, 4741.568, -5688.563, 8
36, 4515.872, -5579.938, 6
36, 4759.416, -5683.87, 6
36, 4595.176, -5527.589, 10
36, 4813.224, -5449.887, 10
36, 5142.692, -5133.512, 6
37, -14451.47, 8266.061, 8
37, -14675.85, 7897.52, 10
37, -14293.4, 7506.748, 7
37, -14485.15, 7906.227, 10
37, -14685.59, 7526.942, 6
37, -14747.03, 7754.414, 8
37, -14592.43, 7933.102, 8
37, -14958.39, 8042.052, 10
37, -14568.56, 8292.39, 8
37, -14190.44, 8205.356, 10
38, 1078.706, -19620.97, 10
38, 1307.706, -19991.05, 6
38, 1229.053, -19753.53, 7
38, 1220.714, -19555.47, 10
38, 1000.45, -19931.42, 6
38, 678.3228, -20313.57, 6
38, 744.84, -20485.01, 7
38, 621.962, -20330.26, 8
38, 849.0972, -20062.65, 9
38, 864.6431, -19860.31, 6
39, -5152.966, 16628.04, 8
39, -5454.512, 16389.7, 7
39, -5609.992, 16480.77, 6
39, -5316.475, 16790.62, 10
39, -5314.694, 17035.83, 8
39, -4921.233, 17397.88, 9
39, -5151.996, 17006.11, 8
39, -5393.494, 17093.49, 10
39, -5684.534, 17300.5, 9
39, -6019.645, 17320.99, 9
40, -22983.13, 4058.855, 10
40, -22685.68, 4144.369, 9
40, -22519.67, 4390.138, 9
40, -22614.22, 4321.173, 9
40, -22764.08, 4251.385, 8
40, -22617.08, 4531.746, 8
40, -22904.62, 4924.124, 10
40, -23067.5, 4958.657, 6
40, -23269.33, 4566.665, 9
40, -23454.7, 4388.917, 9
41, 21107.64, -12471.72, 7
41, 21445.74, -12746.46, 6
41, 21380.47, -12765.8, 9
41, 21775.6, -12751.43, 7
41, 21989.3, -12796.79, 8
41, 21667.79, -13081.89, 10
41, 21890.52, -13389.52, 10
41, 22109.69, -13036.55, 7
41, 21718.43, -13390.76, 6
41, 21712.57, -13446.23, 6
42, -17921.3, -1604.122, 8
42, -17922.52, -1644.402, 6
42, -17731.18, -1698.913, 6
42, -17867.78, -1718.775, 7
42, -18173.41, -1900.712, 10
42, -18051.21, -1563.199, 8
42, -17923.68, -1760.851, 8
42, -17786.27, -1731.971, 7
42, -17458.94, -1607.201, 7
42, -17428.21, -1741.494, 10
43, 10545.03, 15811.79, 7
43, 10391.16, 16078.95, 9
43, 10428.78, 16430.25, 10
43, 10480.11, 16825.54, 8
43, 10117.16, 16591.79, 9
43, 10117.14, 16913.04, 7
43, 10438.75, 16810.79, 10
43, 10735.5, 16602.02, 10
43, 10908.96, 16900.91, 6
43, 10843.7, 17159.97, 7
44, 21219.27, 18230.14, 8
44, 20837.04, 18367.89, 8
44, 20936.59, 17984.11, 7
44, 20847.55, 17745.58, 7
44, 20903.2, 17763.63, 9
44, 20784.19, 18109.02, 7
44, 20904.25, 18359.18, 10
44, 20920.15, 18648.6, 8
44, 20807.22, 18376.94, 8
44, 21049.38, 18587.33, 10
45, 24988.68, -28430.09, 9
45, 25298.48, -28404.02, 10
45, 24982.98, -28194.38, 8
45, 24927.18, -28077.27, 8
45, 24903.28, -28355.04, 6
45, 25229.91, -28529.96, 9
45, 25483.35, -28321.24, 7
45, 25315.04, -28428.01, 10
45, 24932.01, -28229.51, 8
45, 24828.35, -28086.47, 6
46, -3583.514, -19821.73, 9
46, -3697.375, -20089.17, 8
46, -4063.926, -20431.49, 8
46, -3806.667, -20109.56, 10
46, -3962.987, -20235.56, 8
46, -3710.556, -20490.15, 10
46, -3419.375, -20566.86, 6
46, -3030.327, -20865.94, 9
46, -3164.209, -20626.76, 9
46, -2820.13, -20237.33, 6
47, -30913.9, -3793.293, 8
47, -31161.59, -3871.001, 10
47, -31209.52, -3627.861, 9
47, -31301.21, -3679.084, 10
47, -31036.64, -4071.212, 6
47, -31348.27, -3874.125, 7
47, -31213.82, -3606.656, 6
47, -31602.79, -3699.771, 8
47, -31336.83, -3356.716, 6
47, -31085.31, -3152.153, 7
48, 9683.759, 13427.13, 8
48, 10070.04, 13813.14, 7
48, 9888.724, 13691.57, 8
48, 10025.49, 13395.08, 9
48, 9986.972, 13449.64, 8
48, 10057.48, 13158.14, 9
48, 10277.51, 13411.9, 9
48, 10338.59, 13785.56, 6
48, 10531.67, 14119.38, 6
48, 10659.15, 14008.03, 8
49, 12389.16, -7132.057, 7
49, 12120.49, -7232.206, 7
49, 11938.45, -7111.867, 9
49, 11851.79, -7257.677, 8
49, 11524.06, -7021.633, 9
49, 11125.4, -6790.877, 10
49, 10920.78, -7087.679, 9
49, 11223.84, -7078.809, 7
49, 11021.56, -7467.773, 7
49, 10939.58, -7467.255, 6
50, 12136.43, 13783.25, 9
50, 12432.75, 14156.5, 7
50, 12534.35, 13986.74, 7
50, 12167.94, 13708.67, 9
50, 12414.38, 13523.12, 10
50, 12054.59, 13585.22, 7
50, 11693.9, 13424.94, 9
50, 11877.29, 13347.25, 8
50, 11612.8, 13616.39, 7
50, 11805.26, 13579.78, 9
51, -16344.1, 7293.441, 10
51, -16661.74, 7551.892, 7
51, -16607.2, 7339.235, 6
51, -16249.81, 7613.171, 10
51, -16626.29, 7681.641, 7
51, -16938.27, 7926.061, 7
51, -17057.97, 8067.739, 10
51, -16792.06, 8288.29, 7
51, -16394.21, 8163.046, 9
51, -16002.92, 8073.896, 10
52, -26794.84, -17833.81, 8
52, -26923.39, -17802.05, 6
52, -26671.04, -17763.61, 9
52, -26601.2, -17647.81, 6
52, -26971.45, -17256.15, 6
52, -27292.95, -17010.28, 9
52, -27468.64, -16732.72, 7
52, -27350.25, -16791.54, 7
52, -27210.48, -17068.55, 8
52, -27425.62, -16882.51, 6
53, -30781.21, 14776.88, 7
53, -30987.69, 15046.06, 10
53, -31129.73, 14865.48, 8
53, -30766.81, 15226.91, 7
53, -30438.78, 15096.26, 8
53, -30679.67, 14763.48, 9
53, -30884.83, 14786.17, 10
53, -30748.05, 14665.39, 10
53, -30790.96, 14738.16, 8
53, -30553.23, 14626.1, 8
54, -4627.992, -9096.979, 10
54, -4501.343, -9251.926, 7
54, -4657.119, -9405.485, 7
54, -4943.543, -9193.877, 7
54, -4733.182, -9189.502, 6
54, -4677.646, -9099.72, 8
54, -5027.307, -8727.603, 9
54, -4931.086, -8471.889, 8
54, -5037.134, -8355.837, 9
54, -4953.303, -8659.953, 9
55, 6408.94, 1921.413, 9
55, 6490.543, 1603.183, 7
55, 6260.479, 1381.867, 7
55, 6606.517, 1018.42, 6
55, 6807.532, 1199.614, 8
55, 7187.533, 869.7706, 8
55, 6837.708, 1179.018, 10
55, 6726.226, 1215.974, 6
55, 6783.14, 1478.207, 10
55, 6992.843, 1635.668, 6
56, 21103.29, 12482.34, 7
56, 20924.78, 12219.29, 8
56, 21062.44, 12038.62, 8
56, 21103.51, 11942.22, 9
56, 21464.04, 12335.67, 10
56, 21671.57, 12395.59, 6
56, 21344.17, 12480.43, 6
56, 21444.73, 12297.73, 6
56, 21460.59, 12426.13, 8
56, 21089.93, 12244.63, 8
57, -26691.22, -23853.12, 8
57, -26971.89, -23485.91, 6
57, -26703.77, -23241.05, 10
57, -26939.1, -23171.21, 7
57, -27120.01, -22850.01, 6
57, -27316.14, -23197.13, 6
57, -27694.53, -23226.26, 7
57, -27796.13, -23376.45, 9
57, -27702.25, -23041.91, 10
57, -27837.64, -23239.9, 7
