ID, X Coordinate, Z Coordinate, Speed
35, 9746.199, -1030.461, 14
35, 8958.003, 302.1099, 19
35, 8451.738, -994.8699, 14
35, 8291.21, -1982.748, 13
36, 7849.48, -8030.813, 18
36, 7264.64, -6670.942, 15
36, 6537.898, -5254.466, 11
36, 7434.682, -5329.665, 19
37, 4042.129, -1070.563, 17
37, 3472.047, -33.88696, 19
37, 3443.199, 297.9995, 18
37, 4565.106, 1620.526, 18
38, 424.6172, -1782.974, 11
38, 1345.528, -2797.012, 17
38, 1955.079, -4066.649, 17
38, 3186.289, -2721.546, 11
39, 2351.634, -191.582, 13
39, 3821.954, -492.611, 17
39, 3338.018, -117.374, 14
39, 4844.137, -153.869, 11
40, 1985.15, -8355.916, 14
40, 1763.772, -9628.15, 14
40, 2506.5, -10176.58, 14
40, 3434.665, -11759.36, 15
41, 8484.1, 5335.646, 16
41, 8518.936, 4127.766, 17
41, 7932.599, 5591.723, 11
41, 9526.209, 6154.476, 11
42, -3234.853, -6358.047, 13
42, -1952.229, -6366.496, 13
42, -933.9547, -7044.399, 14
42, -75.46979, -6012.396, 17
43, -6234.338, -5259.204, 17
43, -6314.246, -4930.481, 13
43, -7110.957, -3890.401, 16
43, -7192.516, -4862.211, 11
44, -9210.752, -3865.42, 14
44, -9016.455, -4586.897, 15
44, -10048.56, -4690.011, 11
44, -9887.468, -5309.471, 18
45, -789.7627, 1706.234, 13
45, 543.1831, 976.6545, 17
45, 1178.783, 1146.752, 19
45, 1188.112, 1516.933, 12
46, 4980.059, 2026.853, 17
46, 5067.57, 3423.888, 14
46, 5136.062, 2357.162, 11
46, 3733.542, 967.387, 19
47, -6592.924, 6056.714, 16
47, -5665.932, 6135.547, 13
47, -5375.54, 6767.021, 18
47, -5916.159, 7157.151, 14
48, -4876.462, 314.1777, 17
48, -5938.321, -1122.387, 13
48, -4987.093, -2398.376, 16
48, -3476.005, -1326.394, 16
49, 5444.832, 2062.279, 18
49, 5650.485, 3238.574, 14
49, 4046.661, 4289.776, 14
49, 3735.496, 3342.309, 19
50, 7168.438, -8198.711, 16
50, 7121.379, -9075.352, 19
50, 8064.122, -7971.868, 11
50, 7461, -8895.761, 19
51, -9549.002, 471.0498, 15
51, -8776.617, 1948.639, 18
51, -7836.219, 1631.757, 15
51, -9008.979, 898.5026, 19
52, -4901.06, -6256.757, 11
52, -3364.42, -5344.469, 18
52, -3282.395, -4589.219, 14
52, -1941.566, -5009.19, 11
53, -6025.427, 404.9336, 12
53, -5605.873, 1955.072, 19
53, -5517.099, 1409.257, 19
53, -6176.343, 2904.428, 13
54, -8643.859, 1490.261, 16
54, -8710.893, 2133.039, 14
54, -8957.539, 2419.364, 11
54, -9189.172, 1269.845, 13
