ID, X Coordinate, Z Coordinate, Speed
35, -3578.278, 7653.868, 15
36, 2096.313, -420.2236, 15
36, 1907.711, -58.28387, 14
36, 1793.563, -309.0905, 18
36, 1486.359, -637.8104, 13
37, 8551.232, -7296.459, 16
37, 8646.197, -6998.645, 19
37, 8588.847, -6889.639, 17
37, 8876.849, -7142.856, 15
38, -5348.101, -788.1484, 11
38, -5321.579, -1009.606, 14
38, -5596.372, -1361.137, 13
38, -5411.224, -1431.764, 18
39, -6009.77, 8528.164, 11
39, -5647.232, 8277.75, 12
39, -5832.161, 8574.986, 12
39, -5764.178, 8421.191, 13
40, 5124.555, 8571.053, 16
40, 5084.339, 8492.304, 18
40, 4933.417, 8633.008, 17
40, 4688.937, 9008.785, 11
41, -8786.063, 7012.512, 11
41, -8488.317, 7147.037, 15
41, -8459.013, 7154.754, 19
41, -8445.273, 6794.161, 14
42, -9239.477, -5390.921, 17
42, -9311.85, -5625.618, 11
42, -8962.309, -5807.48, 19
42, -9214.228, -5560.716, 12
43, -5701.868, 5140.019, 11
43, -5458.226, 5211.954, 17
43, -5092.777, 5277.277, 18
43, -5282.778, 5268.234, 16
44, -1055.616, -8255.146, 14
44, -1174.573, -7939.624, 19
44, -1269.844, -7942.174, 17
44, -1144.984, -7635.12, 11
45, -9229.365, 6783.717, 15
45, -9358.769, 6895.489, 11
45, -9724.687, 6611.655, 15
45, -9562.639, 6344.849, 18
46, -3375.994, 1749.934, 18
46, -3038.87, 2126.887, 12
46, -3190.98, 2460.413, 17
46, -3133.995, 2585.275, 13
47, 1727.718, -3153.397, 16
47, 1854.579, -3040.78, 17
47, 1839.154, -3365.279, 15
47, 1989.896, -3614.766, 13
48, 3076.863, 3643.968, 17
48, 2945.522, 3530.498, 12
48, 2884.034, 3869.984, 14
48, 3172.533, 3837.045, 18
49, 7717.972, -8625.08, 18
49, 7977.082, -8804.697, 16
49, 8188.065, -8833.496, 14
49, 7882.002, -8577.36, 18
50, -2402.71, -9837.928, 13
50, -2349.407, -9735.336, 17
50, -2633.584, -9616.659, 12
50, -2544.092, -9917.453, 18
51, -9283.926, 8664.348, 15
51, -9538.724, 8477, 15
51, -9713.082, 8787.983, 19
51, -9382.186, 9050.922, 11
52, 4035.916, -6348.614, 14
52, 4187.581, -6403.378, 17
52, 3986.604, -6570.944, 19
52, 4002.506, -6821.87, 14
53, 9459.322, 9328.336, 15
53, 9382.17, 9102.76, 16
53, 9364.375, 8998.201, 19
53, 9402.588, 9082.377, 19
54, 9063.172, 3049.931, 15
54, 9391.498, 2784.57, 13
54, 9082.999, 2658.765, 17
54, 9422.541, 2577.838, 17
55, -8061.199, -7451.615, 17
55, -7918.318, -7656.074, 15
55, -7883.304, -7392.882, 19
55, -8189.258, -7129.236, 18
56, 3664.122, 9911.879, 19
56, 3740.357, 9549.577, 14
56, 3698.281, 9381.234, 11
56, 4060.342, 9716.62, 17
57, -9752.217, -494.3857, 14
57, -9782.64, -430.4654, 19
57, -9779.544, -451.8665, 16
57, -10020.69, -821.0757, 16
58, 8297.799, -1891.385, 12
58, 8332.263, -1742.617, 12
58, 8621.26, -1773.029, 16
58, 8402.797, -1806.178, 14
59, -8094.158, -8480.547, 14
59, -7928.561, -8462.587, 13
59, -7629.38, -8532.409, 16
59, -7832.427, -8547.609, 13
60, 7059.722, 889.7412, 17
60, 7379.347, 961.1697, 16
60, 7143.893, 715.2455, 15
60, 6804.242, 815.3248, 17
61, -3457.047, 1765.555, 15
61, -3539.236, 1960.018, 11
61, -3899.293, 1814.844, 16
61, -3599.387, 1574.577, 12
62, -5172.539, 2454.439, 15
62, -5125.651, 2413.834, 16
62, -5191.372, 2045.95, 11
62, -4982.763, 2333.95, 14
63, -1221.622, -3595.661, 12
63, -1276.618, -3714.324, 13
63, -1272.117, -3515.851, 14
63, -1119.105, -3263.06, 18
64, -7894.559, 8393.479, 12
64, -8068.338, 8171.954, 18
64, -7869.24, 7998.361, 16
64, -7703.402, 8357.729, 12
65, 9104.354, -4905.375, 12
65, 9403.628, -4636.032, 16
65, 9709.259, -4905.566, 11
65, 9681.14, -5199.745, 18
66, 5367.253, 4396.107, 11
66, 5040.873, 4081.193, 18
66, 4907.783, 3704.742, 14
66, 4595.013, 4004.073, 13
67, -8849.559, 6085.023, 13
67, -8808.073, 5770.251, 11
67, -9118.991, 6021.044, 15
67, -9406.197, 6225.784, 17
68, -6762.626, -7101.26, 16
68, -7056.708, -7304.93, 18
68, -7073.398, -7349.543, 14
68, -7307.355, -7710.101, 11
69, -6518.04, 9045.98, 15
69, -6698.091, 8850.147, 13
69, -6510.502, 8592.17, 16
69, -6621.137, 8881.765, 17
70, 4571.81, -7311.652, 13
70, 4404.654, -7530.565, 19
70, 4705.065, -7814.325, 12
70, 4961.181, -8090.908, 15
71, 3745.801, 8483.51, 19
71, 3738.151, 8477.768, 18
71, 3556.742, 8814.949, 11
71, 3421.29, 9028.816, 11
72, -1361.417, -944.418, 14
72, -1555.67, -1309.225, 14
72, -1754.529, -1397.094, 17
72, -1927.113, -1346.776, 19
73, 8784.676, -7515.393, 14
73, 8866.914, -7321.705, 16
73, 9190.69, -7226.487, 13
73, 8875.836, -7284.13, 17
74, 766.9482, -9626.484, 14
74, 1030.528, -9422.532, 14
74, 1319.514, -9457.621, 15
74, 1385.007, -9433.852, 14
75, 4148.197, -8125.148, 12
75, 4029.646, -8194.777, 18
75, 4043.57, -8274.347, 15
75, 4184.013, -8210.566, 13
76, -5309.949, 2680.876, 14
76, -5105.794, 2894.91, 14
76, -4962.125, 3163.027, 14
76, -4753.107, 3048.909, 11
77, 9048.424, 6668.201, 18
77, 8790.641, 6431.069, 12
77, 9025.29, 6462.069, 19
77, 8686.986, 6682.382, 11
78, 213.2549, 7815.402, 11
78, 195.6164, 8051.456, 19
78, 238.698, 8385.487, 14
78, 5.46492, 8116.633, 11
79, 7184.855, 3690.397, 18
79, 6825.382, 4031.734, 13
79, 6846.404, 4389.582, 16
79, 6720.01, 4711.104, 12
80, 1022.181, -9364.01, 15
80, 721.7313, -9625.637, 16
80, 662.6737, -9897.992, 17
80, 588.0032, -9645.862, 17
81, -1602.101, -1041.938, 18
81, -1819.297, -1123.985, 16
81, -1658.811, -1084.904, 18
81, -1403.304, -1157.624, 15
82, 9714.217, 5751.042, 19
82, 9620.633, 5469.29, 11
82, 9545.598, 5157.268, 13
82, 9797.046, 5029.943, 17
83, 7970.975, 3349.593, 11
83, 8266.398, 3472.369, 14
83, 8474.139, 3172.173, 16
83, 8428.108, 3283.941, 15
